formula,naive,naiveuc,binary,binaryuc
pltl-5-0-21-3-0-200003.alaska,1,1,1,1
pltl-12-0-78-3-0-200009.alaska,1,1,1,1
pltl-5-0-12-3-0-200008.alaska,1,1,1,1
unsat9.txt,4,4,4,4
pltl-12-0-11-3-0-200003.alaska,1,1,1,1
pltl-5-0-1-3-0-200004.alaska,1,1,1,1
pltl-5-0-29-3-0-200008.alaska,16,16,16,16
O2formula700.alaska,300,300,300,300
pltl-5-0-4-3-0-200002.alaska,1,1,1,1
pltl-12-0-33-3-0-200008.alaska,1,1,1,1
O2formula5.alaska,5,5,5,5
pltl-5-0-25-3-0-200002.alaska,1,1,1,1
pltl-5-0-19-3-0-200000.alaska,1,1,1,1
pltl-12-0-37-3-0-200006.alaska,1,1,1,1
counter2.alaska,2,3,2,2
pltl-5-0-12-3-0-200002.alaska,1,1,1,1
pltl-5-0-25-3-0-200001.alaska,1,1,1,1
O1formula1000.alaska,300,2,2,2
lift_14.alaska,2,2,2,2
demo-v3_cl_4.alaska,2,2,2,2
counter11.alaska,2,3,2,2
unsat109.txt,3,3,3,3
unsat174.txt,3,3,3,3
pltl-12-0-42-3-0-200004.alaska,1,1,1,1
pltl-12-0-59-3-0-200007.alaska,300,300,300,300
pltl-12-0-11-3-0-200008.alaska,1,1,1,1
phltl_36_35.alaska,2,2,2,2
forobotsr1f0_G_d.alaska,2,2,2,2
pltl-5-0-12-3-0-200006.alaska,1,1,1,1
lift_b_f_11.alaska,300,2,2,2
counterCarry10.alaska,2,2,5,5
pltl-5-0-1-3-0-200007.alaska,1,1,1,1
pltl-5-0-5-3-0-200000.alaska,1,1,1,1
unsat130.txt,3,3,3,3
unsat125.txt,8,8,8,8
phltl_2_1.alaska,2,2,2,2
O1formula500.alaska,2,2,2,2
counterCarry20.alaska,300,2,2,2
pltl-12-0-72-3-0-200009.alaska,300,300,300,300
pltl-5-0-28-3-0-200003.alaska,17,17,16,17
O1formula20.alaska,2,2,2,2
pltl-5-0-18-3-0-200003.alaska,1,1,1,1
forobotsr1f0_G_mf.alaska,2,2,2,2
unsat123.txt,8,8,8,8
pltl-12-0-53-3-0-200001.alaska,1,1,1,1
unsat53.txt,4,4,4,4
spec_c_16.alaska,300,300,1,1
O2formula90.alaska,90,90,90,90
forobotsr1f0_G_g.alaska,2,2,2,2
pltl-5-0-16-3-0-200002.alaska,1,1,1,1
lift_5.alaska,2,2,2,2
unsat189.txt,3,3,3,3
counterCarryLinear15.alaska,2,2,2,2
pltl-12-0-84-3-0-200003.alaska,300,300,300,300
unsat54.txt,3,3,3,3
pltl-12-0-33-3-0-200001.alaska,1,1,1,1
O2formula3.alaska,3,3,3,3
pltl-12-0-47-3-0-200004.alaska,1,1,1,1
unsat76.txt,4,4,4,4
phltl_13_12.alaska,2,2,2,2
lift_f_15.alaska,300,300,300,300
pltl-12-0-30-3-0-200007.alaska,1,1,1,1
pltl-5-0-2-3-0-200007.alaska,1,1,1,1
unsat93.txt,3,3,3,3
pltl-12-0-78-3-0-200004.alaska,1,1,1,1
pltl-12-0-7-3-0-200004.alaska,1,1,1,1
pltl-12-0-53-3-0-200005.alaska,1,1,1,1
pltl-12-0-45-3-0-200004.alaska,1,1,1,1
pltl-5-0-30-3-0-200000.alaska,1,1,1,1
pltl-5-0-10-3-0-200001.alaska,1,1,1,1
phltl_23_22.alaska,2,2,2,2
pltl-12-0-96-3-0-200006.alaska,300,300,300,300
pltl-12-0-22-3-0-200002.alaska,1,1,1,1
lift_f_l_2.alaska,3,2,2,2
phltl_4_3.alaska,2,2,2,2
pltl-12-0-44-3-0-200007.alaska,1,1,1,1
lift_b_f_2.alaska,1,1,1,1
pltl-5-0-19-3-0-200009.alaska,1,1,1,1
pltl-12-0-45-3-0-200009.alaska,1,1,1,1
pltl-12-0-13-3-0-200009.alaska,1,1,1,1
pltl-12-0-58-3-0-200002.alaska,300,300,300,300
spec_cl_7.alaska,300,300,3,3
pltl-12-0-11-3-0-200001.alaska,1,1,1,1
lift_b_f_l_15.alaska,300,3,3,3
pltl-5-0-25-3-0-200008.alaska,1,1,1,1
spec_c_2.alaska,1,1,1,1
counterCarry3.alaska,5,2,2,2
pltl-12-0-4-3-0-200009.alaska,1,1,1,1
forobotsr1f0_FGn_mh.alaska,2,2,2,2
lift_b_l_12.alaska,3,2,3,3
pltl-12-0-56-3-0-200009.alaska,300,300,300,300
O1formula6.alaska,2,2,2,2
pltl-5-0-30-3-0-200002.alaska,1,1,1,1
pltl-5-0-25-3-0-200006.alaska,1,1,1,1
lift_f_5.alaska,2,2,2,2
pltl-12-0-24-3-0-200000.alaska,1,1,1,1
pltl-12-0-48-3-0-200006.alaska,300,300,300,300
pltl-5-0-30-3-0-200004.alaska,1,1,1,1
unsat113.txt,4,4,4,4
unsat26.txt,4,4,4,4
pltl-12-0-61-3-0-200005.alaska,300,300,300,300
unsat63.txt,2,2,2,2
pltl-5-0-40-3-0-200006.alaska,1,1,1,1
pltl-12-0-7-3-0-200002.alaska,1,1,1,1
pltl-5-0-13-3-0-200009.alaska,1,1,1,1
lift_f_7.alaska,2,2,2,2
pltl-12-0-26-3-0-200001.alaska,1,1,1,1
pltl-12-0-45-3-0-200000.alaska,1,1,1,1
pltl-5-0-23-3-0-200005.alaska,1,1,1,1
pltl-5-0-15-3-0-200006.alaska,1,1,1,1
unsat34.txt,3,3,3,3
pltl-12-0-16-3-0-200006.alaska,1,1,1,1
unsat168.txt,3,3,3,3
pltl-12-0-61-3-0-200006.alaska,300,300,300,300
pltl-12-0-38-3-0-200004.alaska,1,1,1,1
counter14.alaska,300,2,2,2
pltl-12-0-84-3-0-200005.alaska,300,300,300,300
lift_b_f_4.alaska,1,1,1,1
unsat116.txt,5,5,5,5
O2formula300.alaska,300,300,300,300
pltl-5-0-2-3-0-200004.alaska,1,1,1,1
unsat175.txt,3,3,3,3
pltl-12-0-6-3-0-200007.alaska,1,1,1,1
lift_b_f_16.alaska,300,1,1,1
unsat147.txt,3,3,3,3
pltl-12-0-11-3-0-200004.alaska,1,1,1,1
lift_b_f_l_9.alaska,300,3,3,3
pltl-5-0-4-3-0-200003.alaska,1,1,1,1
pltl-12-0-90-3-0-200008.alaska,1,1,1,1
pltl-5-0-13-3-0-200008.alaska,1,1,1,1
unsat72.txt,6,6,6,6
pltl-12-0-19-3-0-200005.alaska,1,1,1,1
lift_b_14.alaska,2,2,2,2
unsat215.txt,3,3,3,3
unsat24.txt,4,4,4,4
pltl-5-0-23-3-0-200000.alaska,1,1,1,1
lift_b_l_5.alaska,3,3,3,3
pltl-12-0-39-3-0-200007.alaska,1,1,1,1
pltl-12-0-30-3-0-200004.alaska,1,1,1,1
pltl-12-0-26-3-0-200005.alaska,1,1,1,1
pltl-12-0-90-3-0-200003.alaska,1,1,1,1
pltl-5-0-3-3-0-200001.alaska,1,1,1,1
unsat16.txt,4,4,4,4
lift_b_l_18.alaska,3,4,2,4
pltl-12-0-39-3-0-200009.alaska,1,1,1,1
lift_f_11.alaska,2,2,2,2
pltl-5-0-2-3-0-200000.alaska,1,1,1,1
pltl-5-0-10-3-0-200007.alaska,1,1,1,1
pltl-5-0-18-3-0-200005.alaska,1,1,1,1
counterCarryLinear5.alaska,2,2,2,2
pltl-12-0-4-3-0-200004.alaska,1,1,1,1
pltl-12-0-66-3-0-200003.alaska,300,300,300,300
pltl-12-0-42-3-0-200001.alaska,1,1,1,1
pltl-5-0-21-3-0-200006.alaska,1,1,1,1
pltl-12-0-39-3-0-200006.alaska,1,1,1,1
counterCarry19.alaska,4,300,2,2
unsat201.txt,1,1,1,1
lift_f_l_10.alaska,300,300,4,4
pltl-12-0-30-3-0-200005.alaska,1,1,1,1
unsat211.txt,3,3,3,3
counterCarryLinear2.alaska,2,2,2,2
pltl-5-0-21-3-0-200001.alaska,1,1,1,1
pltl-12-0-90-3-0-200001.alaska,1,1,1,1
pltl-12-0-1-3-0-200002.alaska,1,1,1,1
pltl-12-0-47-3-0-200006.alaska,1,1,1,1
phltl_15_14.alaska,2,2,2,2
pltl-12-0-66-3-0-200000.alaska,300,300,300,300
demo-v3_cl_8.alaska,2,2,2,2
unsat32.txt,4,4,4,4
unsat178.txt,3,3,3,3
pltl-12-0-40-3-0-200006.alaska,1,1,1,1
pltl-5-0-28-3-0-200002.alaska,18,18,16,16
pltl-5-0-13-3-0-200001.alaska,1,1,1,1
pltl-12-0-1-3-0-200004.alaska,1,1,1,1
pltl-12-0-72-3-0-200005.alaska,300,300,300,300
forobotsr1f0_GF_h1.alaska,2,2,2,2
pltl-12-0-25-3-0-200007.alaska,1,1,1,1
pltl-12-0-24-3-0-200004.alaska,1,1,1,1
pltl-5-0-1-3-0-200002.alaska,1,1,1,1
pltl-12-0-37-3-0-200003.alaska,1,1,1,1
spec_cl_13.alaska,300,300,1,1
counterLinear10.alaska,2,2,2,2
pltl-5-0-5-3-0-200004.alaska,1,1,1,1
pltl-5-0-21-3-0-200000.alaska,1,1,1,1
pltl-5-0-22-3-0-200008.alaska,1,1,1,1
pltl-12-0-5-3-0-200008.alaska,1,1,1,1
pltl-12-0-57-3-0-200003.alaska,1,1,1,1
pltl-5-0-29-3-0-200003.alaska,16,16,16,16
unsat114.txt,4,4,4,4
pltl-5-0-32-3-0-200001.alaska,1,1,1,1
unsat59.txt,2,2,2,2
spec_cl_12.alaska,300,300,1,1
unsat47.txt,4,4,4,4
O2formula70.alaska,70,70,70,70
pltl-12-0-19-3-0-200002.alaska,1,1,1,1
pltl-5-0-25-3-0-200007.alaska,1,1,1,1
pltl-12-0-2-3-0-200008.alaska,1,1,1,1
pltl-12-0-16-3-0-200004.alaska,1,1,1,1
unsat55.txt,2,2,2,2
lift_b_l_3.alaska,2,2,3,3
O1formula80.alaska,2,2,2,2
pltl-5-0-32-3-0-200009.alaska,1,1,1,1
lift_b_13.alaska,2,3,2,2
pltl-5-0-40-3-0-200001.alaska,1,1,1,1
pltl-5-0-22-3-0-200004.alaska,1,1,1,1
lift_b_l_10.alaska,300,300,3,3
unsat202.txt,3,3,3,3
demo-v3_cl_12.alaska,2,2,2,2
lift_8.alaska,2,2,2,2
O2formula600.alaska,300,300,300,300
counterCarry7.alaska,5,2,2,2
pltl-12-0-26-3-0-200000.alaska,1,1,1,1
pltl-12-0-54-3-0-200009.alaska,300,300,300,300
pltl-12-0-44-3-0-200005.alaska,1,1,1,1
pltl-12-0-1-3-0-200005.alaska,1,1,1,1
pltl-5-0-17-3-0-200009.alaska,1,1,1,1
pltl-12-0-45-3-0-200001.alaska,1,1,1,1
pltl-5-0-21-3-0-200004.alaska,1,1,1,1
pltl-12-0-57-3-0-200009.alaska,1,1,1,1
demo-v3_cl_6.alaska,2,2,2,2
phltl_16_15.alaska,2,2,2,2
forobotsr1f0_Gn_l.alaska,2,2,2,2
pltl-12-0-9-3-0-200007.alaska,1,1,1,1
pltl-12-0-14-3-0-200007.alaska,1,1,1,1
O2formula4.alaska,4,4,4,4
pltl-12-0-78-3-0-200003.alaska,1,1,1,1
pltl-5-0-30-3-0-200005.alaska,1,1,1,1
demo-v3_cl_10.alaska,2,2,2,2
phltl_42_41.alaska,2,2,2,2
pltl-12-0-37-3-0-200004.alaska,1,1,1,1
phltl_50_49.alaska,2,2,2,2
forobotsr1f0_FGn_s1.alaska,2,2,2,2
unsat197.txt,5,5,5,5
pltl-12-0-24-3-0-200006.alaska,1,1,1,1
lift_b_f_l_6.alaska,2,3,2,2
phltl_45_44.alaska,2,2,3,2
pltl-5-0-40-3-0-200004.alaska,1,1,1,1
pltl-12-0-57-3-0-200005.alaska,1,1,1,1
pltl-12-0-59-3-0-200006.alaska,1,1,1,1
pltl-5-0-3-3-0-200000.alaska,1,1,1,1
pltl-12-0-56-3-0-200006.alaska,300,300,300,300
forobotsr1f0_G_ra.alaska,2,2,2,2
demo-v3_cl_3.alaska,2,2,2,2
unsat222.txt,7,7,7,7
pltl-12-0-11-3-0-200006.alaska,1,1,1,1
phltl_20_19.alaska,2,2,2,2
pltl-12-0-78-3-0-200005.alaska,1,1,1,1
pltl-5-0-20-3-0-200009.alaska,1,1,1,1
pltl-5-0-5-3-0-200002.alaska,1,1,1,1
unsat181.txt,3,3,3,3
pltl-12-0-13-3-0-200007.alaska,1,1,1,1
pltl-12-0-6-3-0-200000.alaska,1,1,1,1
pltl-12-0-7-3-0-200008.alaska,1,1,1,1
pltl-12-0-49-3-0-200003.alaska,1,1,1,1
spec_c_17.alaska,300,300,1,1
pltl-12-0-5-3-0-200001.alaska,1,1,1,1
counterLinear3.alaska,3,2,2,2
lift_10.alaska,2,2,2,2
unsat33.txt,3,3,3,3
pltl-12-0-22-3-0-200006.alaska,1,1,1,1
pltl-12-0-42-3-0-200007.alaska,1,1,1,1
pltl-5-0-1-3-0-200005.alaska,1,1,1,1
pltl-12-0-6-3-0-200002.alaska,1,1,1,1
unsat6.txt,2,2,2,2
pltl-5-0-40-3-0-200008.alaska,1,1,1,1
lift_b_2.alaska,1,1,1,1
pltl-5-0-23-3-0-200001.alaska,1,1,1,1
unsat44.txt,3,3,3,3
unsat187.txt,3,3,3,3
pltl-12-0-25-3-0-200008.alaska,1,1,1,1
pltl-12-0-96-3-0-200009.alaska,300,300,300,300
pltl-12-0-9-3-0-200000.alaska,1,1,1,1
pltl-12-0-47-3-0-200009.alaska,1,1,1,1
unsat108.txt,2,2,2,2
unsat111.txt,3,3,3,3
pltl-5-0-30-3-0-200009.alaska,1,1,1,1
pltl-12-0-44-3-0-200008.alaska,1,1,1,1
pltl-5-0-23-3-0-200004.alaska,1,1,1,1
forobotsr1f0_GF_l.alaska,2,2,2,2
pltl-5-0-12-3-0-200005.alaska,1,1,1,1
pltl-5-0-20-3-0-200000.alaska,1,1,1,1
lift_l_2.alaska,3,2,2,2
counterCarryLinear20.alaska,2,2,2,2
O2formula60.alaska,60,60,60,60
counter16.alaska,3,2,2,2
pltl-12-0-96-3-0-200003.alaska,300,300,300,300
pltl-12-0-59-3-0-200009.alaska,1,1,1,1
pltl-12-0-24-3-0-200005.alaska,1,1,1,1
unsat128.txt,3,3,3,3
pltl-5-0-12-3-0-200003.alaska,1,1,1,1
unsat144.txt,3,3,3,3
spec_cl_17.alaska,300,300,1,1
spec_cl_1.alaska,2,2,1,1
pltl-12-0-13-3-0-200002.alaska,1,1,1,1
unsat56.txt,2,2,2,2
lift_b_f_l_11.alaska,3,3,3,3
phltl_21_20.alaska,2,2,2,2
pltl-12-0-42-3-0-200002.alaska,1,1,1,1
unsat110.txt,3,3,3,3
pltl-12-0-72-3-0-200004.alaska,300,300,300,300
unsat64.txt,2,2,2,2
spec_cl_9.alaska,300,300,1,1
pltl-12-0-47-3-0-200005.alaska,300,300,300,300
unsat35.txt,1,1,1,1
pltl-12-0-10-3-0-200003.alaska,1,1,1,1
phltl_5_4.alaska,2,2,2,2
pltl-5-0-16-3-0-200003.alaska,1,1,1,1
pltl-12-0-72-3-0-200001.alaska,300,300,300,300
unsat50.txt,3,3,3,3
unsat28.txt,4,4,4,4
pltl-12-0-16-3-0-200005.alaska,1,1,1,1
pltl-12-0-60-3-0-200006.alaska,1,1,1,1
unsat119.txt,8,8,8,8
pltl-12-0-22-3-0-200008.alaska,1,1,1,1
pltl-12-0-5-3-0-200007.alaska,1,1,1,1
O1formula30.alaska,2,2,2,2
phltl_49_48.alaska,2,2,3,2
pltl-12-0-33-3-0-200003.alaska,1,1,1,1
pltl-5-0-16-3-0-200008.alaska,1,1,1,1
counter3.alaska,2,2,2,2
pltl-12-0-26-3-0-200004.alaska,1,1,1,1
pltl-5-0-16-3-0-200004.alaska,1,1,1,1
unsat80.txt,6,6,6,6
pltl-5-0-23-3-0-200007.alaska,1,1,1,1
O1formula400.alaska,2,2,2,2
pltl-12-0-2-3-0-200006.alaska,1,1,1,1
pltl-12-0-13-3-0-200004.alaska,1,1,1,1
unsat199.txt,3,3,3,3
O2formula7.alaska,7,7,7,7
lift_f_l_15.alaska,300,300,3,3
pltl-12-0-33-3-0-200002.alaska,1,1,1,1
counterCarry12.alaska,300,300,2,2
pltl-12-0-66-3-0-200006.alaska,300,300,300,300
spec_cl_20.alaska,300,300,1,1
pltl-12-0-16-3-0-200009.alaska,1,1,1,1
unsat224.txt,6,6,6,6
pltl-12-0-44-3-0-200006.alaska,1,1,1,1
unsat107.txt,3,3,3,3
pltl-12-0-40-3-0-200008.alaska,1,1,1,1
pltl-5-0-11-3-0-200008.alaska,1,1,1,1
pltl-5-0-28-3-0-200004.alaska,15,15,14,14
pltl-5-0-22-3-0-200001.alaska,1,1,1,1
counter5.alaska,2,2,3,3
phltl_47_46.alaska,2,3,2,3
pltl-12-0-10-3-0-200002.alaska,1,1,1,1
counterLinear20.alaska,300,2,2,2
unsat205.txt,3,3,3,3
O1formula2.alaska,2,2,2,2
unsat70.txt,6,6,6,6
lift_b_18.alaska,2,4,2,4
pltl-12-0-38-3-0-200009.alaska,1,1,1,1
pltl-12-0-90-3-0-200009.alaska,1,1,1,1
pltl-12-0-61-3-0-200008.alaska,300,300,300,300
pltl-5-0-2-3-0-200005.alaska,1,1,1,1
phltl_14_13.alaska,2,2,2,2
pltl-12-0-40-3-0-200003.alaska,1,1,1,1
pltl-5-0-18-3-0-200001.alaska,1,1,1,1
pltl-5-0-18-3-0-200002.alaska,1,1,1,1
pltl-12-0-9-3-0-200009.alaska,1,1,1,1
pltl-12-0-60-3-0-200004.alaska,300,300,300,300
pltl-12-0-22-3-0-200003.alaska,1,1,1,1
pltl-12-0-30-3-0-200008.alaska,1,1,1,1
pltl-12-0-9-3-0-200008.alaska,1,1,1,1
lift_b_f_l_17.alaska,300,300,300,300
pltl-12-0-30-3-0-200002.alaska,1,1,1,1
pltl-12-0-90-3-0-200007.alaska,1,1,1,1
phltl_48_47.alaska,2,2,2,2
pltl-12-0-37-3-0-200005.alaska,1,1,1,1
pltl-12-0-1-3-0-200001.alaska,1,1,1,1
counter6.alaska,2,2,2,2
pltl-5-0-18-3-0-200004.alaska,1,1,1,1
unsat182.txt,4,4,4,4
pltl-12-0-61-3-0-200000.alaska,300,300,300,300
pltl-12-0-14-3-0-200003.alaska,1,1,1,1
pltl-12-0-53-3-0-200000.alaska,1,1,1,1
pltl-5-0-16-3-0-200007.alaska,1,1,1,1
lift_f_6.alaska,2,2,2,2
pltl-12-0-72-3-0-200000.alaska,1,1,1,1
pltl-5-0-17-3-0-200007.alaska,1,1,1,1
lift_b_f_6.alaska,2,2,2,2
pltl-5-0-3-3-0-200005.alaska,1,1,1,1
O2formula2.alaska,2,2,2,2
unsat97.txt,3,3,3,3
pltl-12-0-39-3-0-200003.alaska,1,1,1,1
spec_cl_4.alaska,300,300,1,1
pltl-5-0-3-3-0-200006.alaska,1,1,1,1
pltl-12-0-25-3-0-200001.alaska,1,1,1,1
pltl-5-0-5-3-0-200007.alaska,1,1,1,1
pltl-5-0-10-3-0-200004.alaska,1,1,1,1
pltl-12-0-96-3-0-200007.alaska,300,300,300,300
lift_b_f_l_4.alaska,3,1,1,1
pltl-5-0-4-3-0-200005.alaska,1,1,1,1
O1formula8.alaska,2,2,2,2
pltl-5-0-13-3-0-200002.alaska,1,1,1,1
pltl-12-0-47-3-0-200001.alaska,1,1,1,1
unsat29.txt,4,4,4,4
unsat2.txt,4,4,4,4
counter13.alaska,2,2,3,3
unsat208.txt,3,3,3,3
pltl-12-0-2-3-0-200003.alaska,1,1,1,1
lift_b_f_l_10.alaska,300,300,3,3
unsat25.txt,4,4,4,4
pltl-12-0-38-3-0-200001.alaska,1,1,1,1
pltl-5-0-12-3-0-200004.alaska,1,1,1,1
lift_b_16.alaska,1,1,1,1
pltl-12-0-24-3-0-200007.alaska,1,1,1,1
forobotsr1f0_FGn_h1.alaska,2,2,2,2
pltl-12-0-61-3-0-200002.alaska,300,300,300,300
O2formula900.alaska,300,300,300,300
unsat57.txt,2,2,2,2
unsat74.txt,5,5,5,5
pltl-12-0-26-3-0-200003.alaska,1,1,1,1
pltl-5-0-18-3-0-200008.alaska,1,1,1,1
pltl-5-0-20-3-0-200005.alaska,1,1,1,1
lift_l_16.alaska,3,3,3,3
pltl-5-0-10-3-0-200002.alaska,1,1,1,1
unsat66.txt,3,3,3,3
unsat193.txt,3,3,3,3
pltl-12-0-40-3-0-200009.alaska,1,1,1,1
pltl-12-0-66-3-0-200005.alaska,1,1,1,1
spec_c_12.alaska,300,300,1,1
pltl-12-0-12-3-0-200006.alaska,1,1,1,1
lift_2.alaska,2,2,2,2
unsat95.txt,3,3,3,3
O1formula60.alaska,2,2,2,2
pltl-5-0-32-3-0-200008.alaska,1,1,1,1
pltl-12-0-4-3-0-200002.alaska,1,1,1,1
pltl-12-0-59-3-0-200004.alaska,1,1,1,1
pltl-5-0-20-3-0-200003.alaska,1,1,1,1
lift_l_18.alaska,300,2,2,2
pltl-12-0-49-3-0-200002.alaska,1,1,1,1
pltl-5-0-25-3-0-200005.alaska,1,1,1,1
unsat139.txt,2,2,2,2
pltl-12-0-13-3-0-200001.alaska,1,1,1,1
pltl-12-0-96-3-0-200000.alaska,300,300,300,300
lift_b_17.alaska,2,5,2,5
pltl-12-0-24-3-0-200001.alaska,1,1,1,1
lift_17.alaska,2,2,2,2
forobotsr1f0_F_mhandra.alaska,2,2,2,2
phltl_37_36.alaska,2,2,2,2
O1formula40.alaska,2,2,2,2
pltl-12-0-84-3-0-200007.alaska,300,300,300,300
lift_15.alaska,2,2,2,2
pltl-12-0-10-3-0-200000.alaska,1,1,1,1
pltl-12-0-1-3-0-200006.alaska,1,1,1,1
pltl-12-0-40-3-0-200001.alaska,1,1,1,1
pltl-12-0-37-3-0-200009.alaska,1,1,1,1
pltl-12-0-33-3-0-200004.alaska,1,1,1,1
pltl-5-0-3-3-0-200007.alaska,1,1,1,1
pltl-12-0-4-3-0-200008.alaska,1,1,1,1
unsat37.txt,3,3,3,3
unsat204.txt,3,3,3,3
spec_cl_16.alaska,300,300,3,3
O2formula40.alaska,40,40,40,40
unsat183.txt,3,3,3,3
forobotsr1f0_G_h1.alaska,2,2,2,2
pltl-12-0-45-3-0-200003.alaska,300,300,300,300
pltl-5-0-1-3-0-200008.alaska,1,1,1,1
counterCarryLinear9.alaska,2,2,2,2
lift_f_10.alaska,2,2,2,2
O2formula8.alaska,8,8,8,8
pltl-5-0-29-3-0-200006.alaska,16,16,15,15
lift_f_12.alaska,2,2,2,2
pltl-12-0-39-3-0-200004.alaska,1,1,1,1
pltl-5-0-4-3-0-200006.alaska,1,1,1,1
counter20.alaska,2,2,2,2
pltl-12-0-90-3-0-200006.alaska,1,1,1,1
pltl-12-0-1-3-0-200009.alaska,1,1,1,1
counterCarryLinear4.alaska,2,2,2,2
unsat165.txt,3,3,3,3
pltl-12-0-19-3-0-200003.alaska,1,1,1,1
pltl-5-0-22-3-0-200007.alaska,1,1,1,1
unsat12.txt,4,4,4,4
pltl-5-0-1-3-0-200006.alaska,1,1,1,1
pltl-12-0-25-3-0-200005.alaska,1,1,1,1
phltl_28_27.alaska,2,2,3,2
pltl-12-0-96-3-0-200002.alaska,300,300,300,300
pltl-12-0-59-3-0-200005.alaska,300,300,300,300
unsat40.txt,2,2,2,2
pltl-12-0-42-3-0-200003.alaska,1,1,1,1
pltl-12-0-90-3-0-200002.alaska,1,1,1,1
counterCarry6.alaska,2,2,2,2
O2formula800.alaska,300,300,300,300
pltl-12-0-7-3-0-200003.alaska,1,1,1,1
unsat75.txt,6,6,6,6
unsat39.txt,3,3,3,3
pltl-5-0-19-3-0-200005.alaska,1,1,1,1
O1formula600.alaska,2,2,2,2
phltl_22_21.alaska,2,2,2,2
pltl-5-0-18-3-0-200007.alaska,1,1,1,1
pltl-12-0-9-3-0-200002.alaska,1,1,1,1
pltl-12-0-10-3-0-200009.alaska,1,1,1,1
unsat21.txt,3,3,3,3
pltl-12-0-38-3-0-200005.alaska,1,1,1,1
phltl_10_9.alaska,2,2,2,2
spec_c_3.alaska,1,1,1,1
unsat118.txt,5,5,5,5
counterCarryLinear8.alaska,300,300,2,2
unsat124.txt,8,8,8,8
pltl-12-0-37-3-0-200001.alaska,1,1,1,1
counterLinear18.alaska,2,3,2,2
pltl-5-0-3-3-0-200004.alaska,1,1,1,1
pltl-12-0-25-3-0-200000.alaska,1,1,1,1
O2formula100.alaska,100,100,100,100
pltl-12-0-16-3-0-200008.alaska,1,1,1,1
lift_f_l_6.alaska,3,4,4,4
pltl-5-0-27-3-0-200006.alaska,1,1,1,1
counter18.alaska,2,2,3,3
pltl-5-0-2-3-0-200009.alaska,1,1,1,1
pltl-12-0-4-3-0-200000.alaska,1,1,1,1
unsat62.txt,2,2,2,2
O1formula800.alaska,300,2,2,2
unsat212.txt,3,3,3,3
pltl-12-0-14-3-0-200008.alaska,1,1,1,1
spec_cl_8.alaska,300,1,1,1
unsat154.txt,3,3,3,3
phltl_34_33.alaska,2,2,3,2
unsat200.txt,3,3,3,3
demo-v3_cl_5.alaska,2,2,2,2
lift_f_l_11.alaska,300,300,3,3
pltl-12-0-60-3-0-200003.alaska,300,300,300,300
lift_b_7.alaska,2,2,2,2
pltl-5-0-16-3-0-200001.alaska,1,1,1,1
pltl-12-0-40-3-0-200000.alaska,1,1,1,1
pltl-12-0-59-3-0-200000.alaska,300,300,300,300
pltl-5-0-5-3-0-200001.alaska,1,1,1,1
pltl-12-0-30-3-0-200000.alaska,1,1,1,1
pltl-5-0-4-3-0-200008.alaska,1,1,1,1
pltl-5-0-10-3-0-200000.alaska,1,1,1,1
pltl-12-0-53-3-0-200006.alaska,1,1,1,1
lift_f_13.alaska,300,2,2,2
pltl-12-0-19-3-0-200001.alaska,1,1,1,1
lift_l_3.alaska,3,3,2,2
phltl_18_17.alaska,2,2,2,2
pltl-12-0-57-3-0-200000.alaska,1,1,1,1
phltl_40_39.alaska,2,2,2,2
lift_18.alaska,2,2,2,2
forobotsr1f0_Gn_g.alaska,2,2,2,2
counterCarryLinear17.alaska,300,2,2,2
pltl-5-0-21-3-0-200009.alaska,1,1,1,1
pltl-5-0-17-3-0-200002.alaska,1,1,1,1
unsat51.txt,4,4,4,4
pltl-5-0-13-3-0-200007.alaska,1,1,1,1
counterLinear8.alaska,2,2,2,2
pltl-5-0-17-3-0-200005.alaska,1,1,1,1
counterCarryLinear6.alaska,5,2,2,2
pltl-5-0-32-3-0-200003.alaska,1,1,1,1
pltl-12-0-14-3-0-200001.alaska,1,1,1,1
unsat58.txt,2,2,2,2
lift_f_l_7.alaska,3,2,2,2
pltl-12-0-14-3-0-200002.alaska,1,1,1,1
pltl-12-0-59-3-0-200003.alaska,300,300,300,300
pltl-5-0-19-3-0-200008.alaska,1,1,1,1
unsat45.txt,2,2,2,2
pltl-12-0-96-3-0-200008.alaska,300,300,300,300
pltl-12-0-4-3-0-200005.alaska,1,1,1,1
pltl-12-0-2-3-0-200000.alaska,1,1,1,1
pltl-12-0-59-3-0-200001.alaska,300,300,300,300
pltl-5-0-35-3-0-200003.alaska,1,1,1,1
counterLinear4.alaska,3,2,2,2
unsat18.txt,4,4,4,4
lift_f_l_17.alaska,300,300,300,2
unsat135.txt,3,3,3,3
forobotsr1f0_GF_ra.alaska,2,2,2,2
spec_cl_15.alaska,300,300,3,3
demo-v3_cl_2.alaska,2,2,2,2
unsat148.txt,3,3,3,3
unsat101.txt,3,3,3,3
pltl-5-0-15-3-0-200001.alaska,1,1,1,1
pltl-12-0-58-3-0-200001.alaska,1,1,1,1
O2formula80.alaska,80,80,80,80
forobotsr1f0_G_l.alaska,2,2,2,2
unsat206.txt,3,3,3,3
unsat223.txt,6,6,6,6
phltl_7_6.alaska,3,2,2,2
pltl-12-0-25-3-0-200006.alaska,1,1,1,1
pltl-12-0-9-3-0-200001.alaska,1,1,1,1
unsat73.txt,6,6,6,6
